매장명,지역,주소,전화번호
광주용두점,광주,"광주 북구 임방울대로1042번길 17 (용두동, 첨단용두산이고운아파트)",062-571-2149
광주용봉점,광주광역시,"광주광역시 북구 비엔날레로 93, 1층(용봉동)",062-513-1177
광주용산점,광주광역시,"광주광역시 동구 용산2로 3 , 104호 (용산동, 조은프라자2)",062-233-4511
광주우산점,광주,"광주 북구 면앙로 52 (문흥동), 1층",062-263-5515
광주우산중앙점,광주,"광주 북구 서양로 155 (우산동, 무등산자이앤어울림아파트1단지), 상가3동 1층 9호, 10호",062-522-7770
광주운남금구점,광주,광주 광산구 목련로153번길 79 (운남동),062-961-2611
광주운남영천점,광주광역시,"광주광역시 광산구 사암로340번길 39 , 1층(월곡동)",062-956-0035
광주운남점,광주광역시,"광주광역시 광산구 하남대로 282 , 1층 (운남동)",062-962-9777
광주운암미라보점,광주광역시,"광주광역시 북구 북문대로 153, 1층(운암동)",062-524-2037
광주운암벽산점,광주광역시,"광주광역시 북구 서강로54번길 50 , 201 상가동 106호(운암동)",062-523-4581
광주운암시장점,광주광역시,"광주광역시 북구 대자로 64, 1층(운암동)",062-529-0718
광주운암중앙점,광주광역시,"광주광역시 북구 대자실로 22 , 101호 (운암동, 포레스힐2)",062-524-1235
광주운천점,광주,"광주 서구 상무대로 872 (쌍촌동), 1층",062-372-4581
광주월곡점,광주광역시,"광주광역시 광산구 월곡산정로 91-1 , 1층 ",062-955-1177
광주월곡중앙점,광주,"광주 광산구 사암로 271 (월곡동, 하남일신아파트)",062-951-3680
광주월산유보라점,광주광역시,"광주광역시 남구 구성로8번길 6, B동 1층 205 ,206호(월산동 , 반도유보라) ",062-365-1235
광주유동NC점,광주,광주 북구 경양로 138 (유동),062-522-3877
광주유촌점,광주광역시,"광주광역시 서구 상무버들로 24 , 104호 (유촌동, 명성빌딩)",062-375-3003
광주일곡공원점,광주,광주 북구 일곡마을로 183 (일곡동),062-571-4359
광주일곡점,광주광역시,"광주광역시 북구 설죽로 506-9, (일곡동) 1층 메가커피",062-572-5505
광주일곡중앙점,광주광역시,"광주광역시 북구 설죽로 545-1 , 상가1동 101호 (일곡동 , 호반일신아파트)",062-571-5268
광주임동제니스점,광주,광주 북구 천변우로 227 (임동),062-511-7771
광주장덕고실중점,광주,광주 광산구 풍영로 229 (장덕동),062-954-6116
광주주월양우점,광주,광주 남구 회재로 1254 (주월동),062-654-6975
광주주월점,광주광역시,"광주광역시 남구 대남대로149번길 19, 1층(봉선동)",062-417-8585
광주진곡산단점,광주광역시,"광주광역시 광산구 진곡산단2번로 75, 1층 104호(오선동)",062-952-8090
광주진월점,광주광역시,"광주광역시 남구 금당로 2 , 1층",062-651-3305
광주진월중앙점,광주,광주 남구 주월동 407-17,062-672-3313
광주진월한신점,광주,광주 남구 금당로 52 (진월동),062-681-2588
광주진월효덕점,광주광역시,"광주광역시 남구 화산로 29, 1층 (진월동)",062-674-2800
광주첨단2지구점,광주광역시,"광주광역시 북구 첨단연신로107번길 19 , 102호 (신용동)",062-572-0123
광주첨단산월점,광주,"광주 광산구 첨단중앙로68번길 99 (산월동, 호반리젠시빌), 상가동 1층 103호",062-974-0100
광주첨단쌍암공원점,광주,"광주 광산구 첨단중앙로182번길 8 (쌍암동, 힐스테이트 첨단)",062-972-2223
광주첨단쌍암점,광주광역시,"광주광역시 광산구 첨단강변로 97 , 103,104호",062-971-0035
광주첨단점,광주광역시,"광주광역시 광산구 첨단중앙로106번길 11, 103호(월계동)",062-974-1233
광주첨단중앙점,광주,광주 광산구 첨단중앙로152번길 62 (쌍암동),062-449-0303
광주충장로점,광주광역시,"광주광역시 동구 충장로 77-1 , 1층(충장로3가)",062-226-5268
광주충장중앙점,광주광역시,광주광역시 동구 중앙로 157,062-228-0015
광주치평점,광주광역시,"광주광역시 서구 상무평화로 89 , 103호 (치평동)",062-385-0114
광주태전아이파크점,경기도,"경기도 광주시 태봉로 110, 대전광역시 4지구 C3블록 106호",031-8028-2962
광주태전점,경기도,"경기도 광주시 고불로 51 , 1층 (장지동)",031-769-1917
광주평동점,광주광역시,"광주광역시 광산구 평동로 814 , (옥동)",062-942-0036
광주풍암신암점,광주광역시,"광주광역시 서구 풍암2로 53, 1층(풍암동)",062-651-2101
광주풍암운리점,광주광역시,"광주광역시 서구 풍금로 10, 1층(풍암동)",062-654-3313
광주풍암점,광주광역시,"광주광역시 서구 회재로 1054 , 103호",062-652-0035
광주하남2지구점,광주광역시,광주광역시 광산구 산정동 1047,062-952-7578
광주하남도서관점,광주,광주 광산구 손재로110번길 30 (산정동),062-956-7773
광주하남점,광주광역시,"광주광역시 광산구 풍영철길로 15 , 201-3 ,4 호 (우산동)",062-961-0012
광주학동점,광주,"광주 동구 남문로 690 (학동), 1층",062-222-6680
광주학운점,광주광역시,"광주광역시 동구 의재로 82, 1층(소태동)",062-222-8584
광주화정점,광주광역시,"광주광역시 서구 월드컵4강로42번길 62 , (화정동)",062-366-5297
광주화정중앙점,광주광역시,"광주광역시 서구 상무대로1081번길 1 , 1층 (화정동)",062-361-6677
광주화정피오레점,광주,"광주 서구 화정로 130 (화정동, 영무메트로)",062-383-3331
광주화정현대점,광주광역시,"광주광역시 서구 화운로 24 , 상가1동 104호 (화정동 , 유니버시아드 힐스테이트 3단지)",062-351-0888
광주회덕점,경기도,"경기도 광주시 이배재로 120 , 1층 (회덕동 , 신주빌딩)",031-768-2300
광주효천1지구점,광주광역시,"광주광역시 남구 효천2로 12 , 162동 101호(임암동)",062-224-3669
광주효천2지구점,광주광역시,"광주광역시 남구 효우2로 34 , (행암동)",062-675-0588
광주흑석점,광주광역시,"광주광역시 광산구 풍영로 93 , 1층(흑석동)",062-954-1031
남광주시장점,광주,광주 동구 양림로 125 (학동),062-222-7587
동광주일등점,광주,광주 북구 동문대로 181 (두암동),062-261-1006
경안중앙점,경기,"경기 광주시 중앙로 124 (경안동), 전면 우측 아리따움 부분",031-767-9777
곤지암점,경기도,"경기도 광주시 곤지암읍 평촌길 31-10 , (삼리)1층 108호",031-765-1440
곤지암터미널점,경기도,경기도 광주시 곤지암읍 곤지암로 57 ,031-761-2866
문형삼거리점,경기,경기 광주시 오포로 532 (문형동),031-797-1006
수완스타점,광주,광주 광산구 임방울대로332번길 9-4 (수완동),062-954-0035
양촌사거리점,경기,"경기 광주시 양벌로 325 (양벌동, 진흥빌딩)",031-763-3666
오포더샵점,경기,"경기 광주시 태성1로 14 (고산동, 더샵오포센트럴포레), 111호",031-767-5847
전대상대점,광주광역시,"광주광역시 북구 설죽로202번길 64 , 1층 (용봉동)",062-416-6245
전대예대점,광주광역시,"광주광역시 북구 용주로30번길 63, 1층(용봉동)",062-522-5688
전대정문점,광주광역시,"광주광역시 북구 자미로 67, 1층(신안동)",062-511-8081
전대치대점,광주,광주 북구 서암대로 107 (신안동),062-526-7788
전대후문점,광주광역시,광주광역시 북구 용봉동 161-11,062-261-8899
조선대점,광주광역시,"광주광역시 동구 필문대로273번길 5 , 층(동명동)",062-226-0035
중대물빛공원점,경기,경기 광주시 순암로 298 (중대동),031-769-5556
호남대점,광주광역시,"광주광역시 광산구 선운로 9 , 101동(선암동)",062-944-0035
대전e편한세상법동점,대전,"대전 대덕구 중리로 82 (중리동), 1층",042-622-0709
대전가수원도서관점,대전,"대전 서구 가수원로 83 (가수원동, 모아드림아파트)",042-545-7913
대전가수원점,대전광역시,"대전광역시 서구 도안동로11번길 45 , 112호 (가수원동 , KD U PLAZA)",042-542-5673
대전가오점,대전,"대전 동구 은어송로 63 (가오동, 글로리타워 투), 1층 107호",042-272-0317
대전가장래미안점,대전,"대전 서구 가장로 107 (가장동, 삼성래미안아파트)",042-522-5551
대전갈마점,대전광역시,"대전광역시 서구 갈마중로 9, 1층 일부호(갈마동)",042-522-1666
대전공작한양점,대전광역시,"대전광역시 서구 문정로 130-1, 1층(탄방동)",042-477-1007
대전관저원앙점,대전,"대전 서구 관저북로 15 (관저동, D&A프라자)",042-542-1532
대전관저점,대전광역시,"대전광역시 서구 구봉로131번길 20 , 104호(관저동 , 라임빌딩)",042-543-0688
대전관평점,대전광역시,"대전광역시 유성구 테크노4로 119 , 104호 (관평동)",042-933-6455
대전관평테크노밸리점,대전,"대전 유성구 테크노3로 65 (관평동, 한신에스메카)",042-935-9007
대전괴정점,대전,대전 서구 괴정로 30 (괴정동),042-532-1002
대전내동롯데점,대전,"대전 서구 신갈마로 51 (내동, 더리치빌 아파트)",042-352-5545
대전노은점,대전광역시,"대전광역시 유성구 노은로 158 , (지족동, 그랜드타운)111호",042-825-7701
대전농수산물시장점,대전,대전 대덕구 한밭대로 997 (오정동),042-625-5904
대전대덕브라운스톤점,대전,대전 대덕구 와동 39,042-626-7010
대전대동점,대전광역시,"대전광역시 동구 동대전로46번길 7, 1층 104호(대동)",042-271-0008
대전도마네거리점,대전광역시,"대전광역시 서구 도산로 46, 1층(도마동)",042-582-0222
대전도안상대점,대전광역시,"대전광역시 유성구 상대동로 34, 1층(상대동)",042-822-2066
대전도안점,대전,"대전 서구 도안동로 77 (도안동, 도안18단지린풀하우스)",042-542-2111
대전둔산동점,대전광역시,"대전광역시 서구 대덕대로 179 , (둔산동, 엠제이피부과 굿모닝어학원)1층",042-484-1020
대전둔산청솔점,대전,대전 서구 둔산로 208-1 (둔산동),042-487-8887
대전만년점,대전,대전 서구 만년로 79 (만년동),042-488-9361
대전목동점,대전,"대전 중구 목동로 42 (목동, 목동복합빌딩), 1층 109호",042-226-3582
대전목원대점,대전광역시,"대전광역시 서구 동서대로 692, 1층 메가커피",042-824-7215
대전문지점,대전,"대전 유성구 문지로299번길 123 (문지동), 1층",042-867-6032
대전반석네거리점,대전,대전 유성구 지족로 365 (지족동),042-825-8550
대전반석역점,대전광역시,"대전광역시 유성구 반석로 10, 1층 105호 , 106호(반석동 , 반석역프라자) ",042-825-2001
대전배재대점,대전광역시,"대전광역시 서구 배재로 162-1, 1층(도마동)",042-525-4420
대전법동점,대전광역시,"대전광역시 대덕구 동춘당로 181, 1층 2호(법동)",042-626-5904
대전복수점,대전광역시,"대전광역시 서구 복수남로 26, 1층 101호(복수동 , 혜성빌딩)",042-584-5511
대전봉명점,대전,대전 유성구 온천북로13번길 21 (봉명동),042-823-9283
대전부사오거리점,대전,대전 중구 대종로 301-1 (부사동),042-719-4455
대전비래점,대전,대전 대덕구 비래동로15번길 2 (비래동),042-621-1110
대전선병원점,대전,대전 중구 목중로 16 (중촌동),042-221-2227
대전성모오거리점,대전광역시,"대전광역시 중구 중교로 6 , 1층 (대흥동)",042-223-2458
대전송강점,대전,"대전 유성구 구즉로 25 (송강동, 송강그린아파트)",042-936-9007
대전송촌점,대전광역시,"대전광역시 대덕구 송촌북로16번길 57, 1층(송촌동 , 선비Q랜드)",042-632-1777
대전스마트시티점,대전,"대전 유성구 엑스포로151번길 19 (도룡동, 도룡 하우스디)",042-867-2793
대전시청역점,대전광역시,"대전광역시 서구 둔산중로 50 , 110호(둔산동 , 파이낸스빌딩)",042-482-6665
대전신성점,대전광역시,"대전광역시 유성구 신성로62번길 57, 1층 (신성동)",042-867-0888
대전신탄진점,대전광역시,"대전광역시 대덕구 대덕대로 1555, 상가동 121호(석봉동 , 금강엑슬루타워)",042-932-1000
대전역점,대전,대전 동구 대전로 817 (정동),042-222-3339
대전용두점,대전,대전 중구 중앙로 23-17 (용두동),042-252-1002
대전용문역점,대전광역시,"대전광역시 서구 계룡로 618, 1층(괴정동)",042-528-7037
대전용운점,대전,"대전 동구 용운로 203 (용운동, e편한세상 대전에코포레), 상가동 104호",042-272-2777
대전우송대점,대전광역시,"대전광역시 동구 동대전로 174-2 , (자양동, 소망빌딩)1층 102호",-
대전원내점,대전,"대전 유성구 진잠로78번길 71 (원내동, 원내약국)",042-545-1118
대전월평역점,대전,"대전 서구 월평중로 50 (월평동, 전원아파트)",070-4156-1006
대전월평점,대전광역시,"대전광역시 서구 청사서로 44 , 1층 (월평동)",042-471-7274
대전유성구청점,대전광역시,"대전광역시 유성구 어은로48번길 12 , 1층 (어은동)",042-863-1903
대전유성온천역점,대전,"대전 유성구 계룡로 92 (봉명동, 유성CJ나인파크), 102-1호",042-822-7054
대전은행로데오점,대전,대전 중구 대종로480번길 16 (은행동),042-222-2221
대전은행점,대전,대전 중구 대종로480번길 50 (은행동),042-638-7979
대전을지병원점,대전광역시,"대전광역시 서구 둔산로51번길 66 , 104호(둔산동)",042-488-7931
대전자운대점,대전,대전 유성구 신성로 106 (신성동),042-824-4400
대전전민점,대전광역시,"대전광역시 유성구 전민로58번길, 1층(전민동)",042-867-8798
대전정림점,대전광역시,"대전광역시 서구 정림로 56-1, 1층(정림동)",070-4237-2349
대전죽동점,대전,"대전 유성구 죽동로298번길 10 (죽동), 1층",042-822-7334
대전중리점,대전,"대전 대덕구 한밭대로 1159 (중리동), 1층",042-636-3737
대전중앙로지하상가점,대전광역시,"대전광역시 중구 중앙로 지하 145 , (은행동, 지하상가)C구역 가열 15호",042-345-4606
대전지족사거리점,대전,대전 유성구 지족로 283 (지족동),042-823-6737
대전철도공단점,대전,"대전 동구 중앙로 242 (신안동, 국가철도공단)",042-607-4418
대전청사점,대전,"대전 서구 둔산중로134번길 29 (둔산동), 1층 102호",042-489-1119
대전충남대병원점,대전,"대전 중구 계룡로920번안길 74 (대사동, 종근빌딩)",042-252-4883
대전충남대정문점,대전,"대전 유성구 대학로 90 (궁동, 누드캐슬빌딩)",042-822-7220
대전큰마을점,대전,대전 서구 대덕대로162번길 29 (갈마동),042-524-3010
대전타임월드점,대전광역시,"대전광역시 서구 둔산로31번길 17 , 1층 (둔산동)",042-471-4420
대전탄방우리병원점,대전,대전 서구 문정로48번길 70 (탄방동),042-471-8808
대전탄방점,대전광역시,"대전광역시 서구 문정로 77 , 105호 (탄방동 , 로데오타운)",042-482-1108
대전태평점,대전광역시,"대전광역시 중구 태평로 71, 106호 105호일부(1",042-522-6032
대전터미널점,대전광역시,"대전광역시 동구 동서대로 1690, 1층 102호(성남동)",042-631-9001
대전판암점,대전광역시,"대전광역시 동구 동부로 75, 1층(판암동)",042-282-8127
대전한남대점,대전광역시,"대전광역시 동구 한남로 12, (홍도동)",042-633-0317
대전한민시장점,대전,"대전 서구 갈마로 262 (내동, 맑은아침 아파트), 501동 1층 110호",042-522-2777
대전한밭대점,대전,대전 유성구 학하서로121번길 51 (덕명동),042-824-0212
대전효동현대점,대전,대전 동구 계족로 33 (효동),042-542-1100
서대전점,대전광역시,"대전광역시 중구 계백로 1709, 1층 (오류동)",042-523-1422
갈마네거리점,대전,대전 서구 신갈마로 198 (갈마동),042-522-4437
유성드림월드점,대전,대전 유성구 문화원로6번길 1 (장대동),042-826-1117
충남대점,대전광역시,"대전광역시 유성구 궁동로18번길 31 , 1층 (궁동)",042-822-1088
대구계명대동산병원점,대구,"대구 달서구 달구벌대로 1019 (호산동), 1층",053-587-9400
대구교대점,대구,대구 남구 중앙대로 213 (대명동),053-621-1233
대구구지점,대구,"대구 달성군 구지면 과학마을로3길 14 (응암리, 대구국가산단 반도유보라 아이비파크), 301동 118호",053-614-0628
대구남산점,대구,"대구 중구 달구벌대로 1950 (남산동, 남산그린타운)",053-255-2928
대구내당현대해상점,대구,대구 달서구 달구벌대로 1800 (두류동),053-653-1007
대구논공점,대구,대구 달성군 논공읍 논공로9길 91 (북리),053-611-3126
대구다사점,대구광역시,"대구광역시 달성군 다사읍 달구벌대로 881 , 107호",053-588-8838
대구대학점,경상북도,"경상북도 경산시 진량읍 대구대로 244, 1층",053-857-9032
대구대현점,대구광역시,"대구광역시 북구 대현로20길 9 , (대현동)1,2층",053-953-2500
대구도원점,대구,"대구 달서구 도원로 23 (도원동), 1층 103호",053-634-1100
대구두류역점,대구광역시,"대구광역시 달서구 달구벌대로 1730 , 1층 (두류동)",053-622-9397
대구메트로센타점,대구광역시,"대구광역시 중구 달구벌대로 지하 2100 , 반월당역 메트로센타 지하1층 (덕산동)",053-256-1322
대구메트로팔레스점,대구,"대구 수성구 동원로 110 (만촌동, 메트로팔레스3단지)",053-751-7853
대구명덕역점,대구광역시,"대구광역시 중구 중앙대로 278 , (남산동, 구일악기)1층",053-474-6245
대구물류터미널점,대구,대구 달서구 성서공단로 346 (월성동),053-583-1003
대구방촌점,대구광역시,"대구광역시 동구 동촌로 242, 1층 105호(방촌동)",053-247-8017
대구범어점,대구광역시,대구광역시 수성구 달구벌대로 480길 33,053-745-7912
대구법원점,대구,대구 수성구 동대구로 363 (범어동),053-755-1088
대구보건대점,대구,"대구 북구 칠곡중앙대로69길 23 (태전동), 1층",053-311-9111
대구복현아이파크점,대구,"대구 북구 동북로 241 (복현동, 복현아이파크), 301동 1층 106호",053-943-1007
대구본리점,대구,"대구 달서구 당산로 39 (본리동, 성당 래미안 이편한세상)",053-566-1007
대구비산점,대구,"대구 서구 달서로 179 (비산동), 1층",053-551-9339
대구상인역점,대구,대구 달서구 월곡로 273 (상인동),053-631-1605
대구서구청점,대구,"대구 서구 국채보상로50길 20 (평리동, 평리 푸르지오)",053-567-5818
대구서문시장점,대구,대구 중구 큰장로26길 60 (대신동),053-626-5552
대구성서공단점,대구,대구 달서구 달서대로85길 13 (호림동),053-583-3007
대구성서점,대구광역시,"대구광역시 달서구 성서로 420 , 111호 (이곡동 , 메가타운)",053-593-3113
대구수성구청역점,대구,"대구 수성구 달구벌대로 2494 (범어동, 장미아파트)",053-752-0111
대구시지신매점,대구광역시,"대구광역시 수성구 신매로 91 , (신매동, 시지삼주한라협화타운)상가111동 105호",053-794-1050
대구신월성점,대구광역시,"대구광역시 달서구 조암로 29 , 101호(월성동 , 월성동이래타워)",053-644-7775
대구신천디어엘로점,대구,대구 동구 화랑로 33 (신천동),053-753-3335
대구앞산비스타점,대구,"대구 남구 신촌길 57 (봉덕동, 앞산비스타동원), 401동 105호",053-477-4400
대구유천점,대구광역시,"대구광역시 달서구 조암남로 158 , (유천동)1층",053-635-5478
대구율하지구점,대구광역시,대구광역시 동구 안심로22길 40-1,053-963-7772
대구이시아폴리스점,대구,대구 동구 팔공로51길 31-6 (봉무동),053-985-9995
대구죽곡라온하제점,대구,"대구 달성군 다사읍 대실역남로 22-1 (죽곡리, 죽곡라온하제)",053-583-1110
대구죽전역점,대구광역시,"대구광역시 달서구 달구벌대로 1545 , 03호(죽전동 , 골든뷰 메디타워)",053-564-8999
대구지산범물점,대구광역시,"대구광역시 수성구 용학로 214, (지산동)",053-782-3999
대구청라힐스점,대구,"대구 중구 남산로 73 (남산동, 청라힐스자이)",053-257-8112
대구칠곡3지구점,대구광역시,"대구광역시 북구 동천로 133 , (동천동)1층",053-322-6088
대구칠곡네거리점,대구광역시,"대구광역시 북구 칠곡중앙대로 411, 1층(태전동)",053-325-3355
대구칠성동점,대구광역시,"대구광역시 북구 중앙대로 540 , (칠성동2가, 오페라 코오롱하늘채)301동 106호",053-424-2606
대구침산점,대구,"대구 북구 침산남로 96 (침산동), 1층 103호",053-353-1201
대구태전점,대구광역시,"대구광역시 북구 칠곡중앙대로 254 , (태전동)1층",070-7543-8604
대구테크노폴리스점,대구,대구 달성군 유가읍 테크노상업로4길 14 (봉리),053-617-6661
대구팔달시장역점,대구광역시,"대구광역시 북구 팔달로 167 , 1층 (노원동3가)",053-356-9321
대구평화시장점,대구,대구 동구 아양로 31 (신암동),053-959-7469
대구화원점,대구광역시,"대구광역시 달성군 화원읍 비슬로 2572, 1층",053-644-2445
대구황금점,대구광역시,"대구광역시 수성구 청수로26길 36, 1층 (두산동 , 한성스퀘어)",053-767-4636
동대구역화성파크점,대구,"대구 동구 동대구로 590 (신암동, 동대구역화성파크드림아파트)",053-953-1113
동성로점,대구광역시,"대구광역시 중구 중앙대로 395 , (동성로3가)1층",053-253-9996
반여점,부산광역시,"부산광역시 해운대구 재반로 230-1 , (반여동, 스타게임랜드)1층",051-782-1235
부산마린오렌지프라자점,부산,"부산 해운대구 마린시티3로 23 (우동, 벽산이오렌지프라자)",051-742-8599
부산센텀큐비점,부산광역시,"부산광역시 해운대구 센텀중앙로 90, 1층 114호(재송동 , 큐비이센텀)",051-782-0656
부산송정점,부산광역시,"부산광역시 해운대구 송정해변로 50 , (송정동)1층5호",070-8860-9197
부산월드마크센텀점,부산,"부산 해운대구 센텀동로 25 (우동, 대우월드마크센텀아파트)",051-731-1114
부산해운대그린시티점,부산광역시,"부산광역시 해운대구 세실로 35, 103호(좌동 , 옥스포드빌딩)",051-703-0777
센텀재송점,부산광역시,"부산광역시 해운대구 해운대로76번길 44, 1층(재송동)",051-784-7474
센텀점,부산광역시,"부산광역시 해운대구 센텀동로 123, B동 1층 (재송동 , 더샵센텀스타아파트)",051-781-0656
이마트성서점,대구광역시,"대구광역시 달서구 이곡동로 24, 1층(이곡동 , 신세계대구주차빌딩)",053-582-0555
이마트월배점,대구,"대구 달서구 진천로 92 (대천동, 이마트월배점)",전화번호 누락
좌동재래시장점,부산광역시,"부산광역시 해운대구 대천로 106번길 29, 1층 일부호(좌동)",051-704-2301
죽전아이위시점,대구,"대구 달서구 와룡로 123 (감삼동, 죽전역 동화아이위시), 301동 1층 104호",053-525-1110
해운대NC점,부산광역시,부산광역시 해운대구 해운대로 813,051-709-5725
해운대미포점,부산광역시,"부산광역시 해운대구 달맞이길50번길 26, 1-2층(중동)",051-744-3303
해운대시장점,부산광역시,"부산광역시 해운대구 중동1로 35 , 층(중동)",051-911-7675
해운대중동이마트점,부산광역시,"부산광역시 해운대구 좌동순환로 505, 105호 일부(중동 , 센트럴메디타워)",051-746-1013
해운대해변점,부산광역시,"부산광역시 해운대구 구남로 45 , 1층(중동)",051-731-1411
부산경성대점,부산광역시,"부산광역시 남구 용소로14번길 23 , (대연동)1층 105호",070-8615-2888
부산광복2호점,부산광역시,"부산광역시 중구 광복중앙로 33, 1층(신창동1가)",070-4220-5007
부산구서역점,부산,부산 금정구 구서로 15 (구서동),051-715-2445
부산금강공원교차로점,부산,부산 동래구 금강공원로 43 (온천동),051-557-3736
부산금사공단점,부산광역시,"부산광역시 금정구 공단로 23 , (금사동)",070-8691-4464
부산낙민점,부산광역시,"부산광역시 동래구 온천천로339번길 51 , 202동 1층 24호(낙민동 , 동래꿈에그린아파트)",051-555-7887
부산남포역점,부산,부산 중구 광복로 96 (광복동1가),전화번호 누락
부산남항점,부산광역시,"부산광역시 영도구 남항로41번길 1 , (남항동1가)1층",051-415-6326
부산다대낫개점,부산광역시,"부산광역시 사하구 다송로72번길 67 , (다대동)",051-262-0010
부산대연점,부산광역시,"부산광역시 남구 수영로 262 , (대연동)1층",051-611-8342
부산동구청점,부산광역시,"부산광역시 동구 고관로 95-1, 1층(수정동)",051-465-9885
부산동대신점,부산,부산 서구 구덕로 324 (동대신동3가),051-255-1009
부산동래래미안아이파크점,부산광역시,"부산광역시 동래구 금정마을로 150, 318동 101호(온천동 , 동래 래미안 아이파크)",051-555-5055
부산두실역점,부산,부산 금정구 중앙대로1945번길 2 (구서동),051-515-3736
부산마린오렌지프라자점,부산,"부산 해운대구 마린시티3로 23 (우동, 벽산이오렌지프라자)",051-742-8599
부산명지더샵점,부산광역시,"부산광역시 강서구 명지국제7로 37, 판매시설동 105호 일부(명지동 , 더샵 명지퍼스트월드 2단지)",051-208-6268
부산명지점,부산광역시,부산광역시 강서구 명지1동 3511-4,051-202-3030
부산백양뜨란채점,부산,"부산 부산진구 백양산로53번길 103 (당감동, 백양뜨란채)",051-897-7554
부산보수사거리점,부산,부산 중구 흑교로 38 (부평동2가),051-256-5550
부산부곡점,부산,"부산 금정구 부곡로 108 (부곡동), 1층",051-581-1777
부산사상산업단지점,부산광역시,"부산광역시 사상구 광장로20번길 14, 1층(괘법동)",051-316-7887
부산서면중앙점,부산,"부산 부산진구 서전로 25 (전포동, 이오스프라자)",051-802-5525
부산센텀큐비점,부산광역시,"부산광역시 해운대구 센텀중앙로 90, 1층 114호(재송동 , 큐비이센텀)",051-782-0656
부산송정점,부산광역시,"부산광역시 해운대구 송정해변로 50 , (송정동)1층5호",070-8860-9197
부산수영점,부산,"부산 수영구 수영로 654 (광안동), 1층 102호",051-757-0654
부산시청점,부산광역시,"부산광역시 연제구 거제시장로14번길 28 , 1층 (거제동 , 거제시장)",051-853-0201
부산신호점,부산,부산 강서구 신호산단2로 33 (신호동),051-711-7778
부산아시아드레이카운티점,부산,"부산 연제구 아시아드대로 39 (거제동, 레이카운티)",051-505-6695
부산어린이대공원점,부산광역시,"부산광역시 부산진구 성지로 159 , 층 (초읍동)",051-807-5577
부산월드마크센텀점,부산,"부산 해운대구 센텀동로 25 (우동, 대우월드마크센텀아파트)",051-731-1114
부산일광골드점,부산광역시,"부산광역시 기장군 일광읍 해빛1로 74, 1층 106호(일광골드타워)",051-723-8854
부산일광신도시점,부산,"부산 기장군 일광읍 해빛로 13 (삼성리, 일광제일프라자)",051-723-2289
부산전포점,부산,부산 부산진구 전포대로200번길 10 (전포동),051-818-5635
부산정관매학점,부산,"부산 기장군 정관읍 정관로 561 (매학리, 정관타워)",051-728-0888
부산중앙동40계단길점,부산,부산 중구 중앙대로93번길 3-1 (중앙동4가),051-442-1002
부산진구청점,부산광역시,"부산광역시 부산진구 시민공원로 11, 1층 (부암동 ,서면쌍용스윗닷홈sky)",051-807-7757
부산차이나타운점,부산광역시,"부산광역시 동구 중앙대로 181 , 1층 (초량동)",051-442-5912
부산하단역점,부산,"부산 사하구 낙동남로 1424 (하단동, 동원빌딩)",051-271-7773
부산해운대그린시티점,부산광역시,"부산광역시 해운대구 세실로 35, 103호(좌동 , 옥스포드빌딩)",051-703-0777
부산화명수정점,부산,부산 북구 학사로 15 (화명동),051-365-1003
서부산유통지구점,부산광역시,"부산광역시 강서구 유통단지1로 50, 다동 105호(대저2동)",051-796-0003
가야홈플러스점,부산광역시,"부산광역시 부산진구 가야대로498번길 28-3, 1층(가야동)",051-891-7755
감만점,부산광역시,"부산광역시 남구 석포로 24 , 1층(감만동)",051-635-4113
개금시장점,부산광역시,"부산광역시 부산진구 가야대로 480-1, 1층 우측(개금동)",051-893-5000
개금현대점,부산광역시,"부산광역시 부산진구 엄광로 27, (개금동)",051-898-1396
거제홈타운점,부산광역시,"부산광역시 연제구 아시아드대로 92 , 1층 (거제동)",051-505-4663
광안역점,부산광역시,"부산광역시 수영구 광안로45번길 2 , 101동 101호 (광안동 , 광안비취빌리지)",051-757-9935
광안오션브릿지점,부산광역시,"부산광역시 수영구 광안해변로278번길 42, 1층 (민락동 , 오션브릿지)",051-755-3349
괴정점,부산광역시,"부산광역시 사하구 장평로 448 , (괴정동)(괴정동)",051-208-7208
금정구청점,부산광역시,"부산광역시 금정구 부곡온천천로 190 , 1층 106호 (부곡동)",051-517-7799
기장시장점,부산광역시,"부산광역시 기장군 기장읍 차성동로 63 , 101호",051-721-3900
김해공항국내선점,부산,부산 강서구 대저2동 2350-1,051-831-1007
당감점,부산광역시,"부산광역시 부산진구 동평로 92 , 1층(당감동)",051-892-6362
당리점,부산광역시,"부산광역시 사하구 제석로 56 , (당리동)",051-202-1809
동래롯데점,부산광역시,부산광역시 동래구 온천동 479-7,051-557-4737
동래시장점,부산광역시,"부산광역시 동래구 충렬대로 249 , (수안동)1층",051-557-1368
동래점,부산광역시,"부산광역시 동래구 명륜로129번길 35, 1층 (명륜동)",051-556-5390
동서대점,부산광역시,"부산광역시 사상구 가야대로 358 , (주례동, 동서메디칼의원, 다비치안경)1층",051-314-9990
만덕점,부산광역시,부산광역시 북구 만덕1로 13,051-342-2306
망미점,부산광역시,"부산광역시 수영구 망미로30번길 38, 1층(망미동)",051-758-7735
명장점,부산광역시,부산광역시 동래구 명장로48번길 14,051-525-9954
못골점,부산광역시,"부산광역시 남구 못골로41번길 13, 1층(대연동)",051-631-0617
